id,url,title,img,location,classification
60,https://www.mafengwo.cn/poi/5766.html,解放公园,https://p1-q.mafengwo.net/s6/M00/26/6C/wKgB4lJcuy6ACgbTAAXDzOGboCg63.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,公园
61,https://www.mafengwo.cn/poi/5690787.html,华中师范大学,https://n1-q.mafengwo.net/s6/M00/99/42/wKgB4lIqdnuAQ0faAAML7PrGka463.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,大学
62,https://www.mafengwo.cn/poi/33147842.html,武汉大学万林艺术博物馆,https://p1-q.mafengwo.net/s13/M00/C0/94/wKgEaVzEe4yAEYfUAAY7be4kesQ69.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,大学
63,https://www.mafengwo.cn/poi/31613.html,大禹神话园,https://b1-q.mafengwo.net/s6/M00/B9/6C/wKgB4lK2eD6AFvZ1AAQOc-rI-3g33.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,公园
64,https://www.mafengwo.cn/poi/5789.html,宝通禅寺,https://p1-q.mafengwo.net/s5/M00/DD/48/wKgB3FGeE2-AH2TfABOX60BiIV475.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
65,https://www.mafengwo.cn/poi/9926.html,武汉长江二桥,https://b1-q.mafengwo.net/s3/M00/47/AE/wKgBjE8NSljXOmCgAANGOGRG4ts90.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
66,https://www.mafengwo.cn/poi/6210.html,长春观,https://n1-q.mafengwo.net/s5/M00/E0/DE/wKgB3FGeFweAdC7uAA99iTCdtkU68.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
67,https://www.mafengwo.cn/poi/5432655.html,木兰清凉寨风景区,https://b1-q.mafengwo.net/s13/M00/7B/6B/wKgEaVyqIHiAN5OZAAg56C7uy4o49.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
68,https://www.mafengwo.cn/poi/5427484.html,中国地质大学博物馆,https://n1-q.mafengwo.net/s6/M00/23/04/wKgB4lMC9huAOhD0AAGN9fgkKlw09.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,大学
69,https://www.mafengwo.cn/poi/54348632.html,平和打包厂旧址,https://b1-q.mafengwo.net/s12/M00/65/3F/wKgED1u2FYmAGZmeACliLB5mMbw71.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
70,https://www.mafengwo.cn/poi/6725646.html,华中农业大学,https://p1-q.mafengwo.net/s6/M00/31/C8/wKgB4lNk-6qASWuAAABzMFaI4R857.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,大学
71,https://www.mafengwo.cn/poi/9320843.html,光谷多莫大教堂,https://p1-q.mafengwo.net/s11/M00/17/2F/wKgBEFzpi4iAQMNYAA9x9pDuHSA907.jpg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
72,https://www.mafengwo.cn/poi/5693824.html,中南财经政法大学,https://b1-q.mafengwo.net/s13/M00/C9/50/wKgEaVzKuNCARU6mAAQwGHQGdps24.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,大学
73,https://www.mafengwo.cn/poi/6952259.html,武汉长江大桥建成纪念碑,https://b1-q.mafengwo.net/s5/M00/E7/F5/wKgB21AeOtDJux_1AARHSI24CWs19.jpeg?imageMogr2%2Fthumbnail%2F%21192x130r%2Fgravity%2FCenter%2Fcrop%2F%21192x130%2Fquality%2F100,武汉,武汉
